RMSE_mean,RMSE_std,MAE_mean,MAE_std,Pearson_R_mean,Pearson_R_std,n_folds,feature_combo,model
15.060972865112277,3.2844205283930643,10.07981854060406,2.258677201881636,0.41507951737523907,0.16523833587274317,24,SampEn,RF
14.629941279288985,3.2974172536470636,9.734588237434425,2.2779331377705216,0.44624902489065393,0.17439932662585161,24,SampEn,XGB
13.307468738260928,2.2401711595695906,9.668056657509236,2.019614314367514,0.6092711811839451,0.11893210947684171,24,PE,RF
12.860906952625589,2.167810467857774,9.39488305136815,1.9643145761461525,0.6424547954603372,0.12385395366273966,24,PE,XGB
11.526466708180942,2.131980662556673,8.068548673248253,1.6996986176123996,0.6997798445921483,0.0930465588742616,24,All,RF
11.627577320020775,2.039618021126481,8.149920756811726,1.6720369339915728,0.6931173422247081,0.09592374287950611,24,All,XGB
