channel,entropy_type,mean_corr,std_corr,mean_abs_corr,n_cases
0,PE,0.5049793884158523,0.14222403940793757,0.5049793884158523,24
0,ApEn,0.24828167575565416,0.20472170655273653,0.27516447387829546,24
0,SampEn,0.23706431679061857,0.20984685687901078,0.2743281083329799,24
