feat_0,feat_1,BIS
0.7866975006988012,0.7852446876380195,97.0
0.46671449726188824,0.5421964528227088,97.0
0.6891929485787756,0.8202634285809665,97.0
0.7829050007993745,0.8069095274111748,97.0
1.1192839222995223,1.0578338268675567,97.0
0.9444878696898662,0.9699992961883446,97.0
1.057027174894892,1.0182433400502449,97.0
0.9882268720641146,0.9832651901060938,98.0
0.7449062265712739,0.8025067336834719,97.0
0.7937720914719374,0.8265814783976024,97.0
1.1704311331738062,1.0615676633092583,98.0
0.8568354728882999,0.8668799378428838,98.0
0.8852720071159655,0.875098779905894,98.0
1.0253765744091088,0.9778540001438047,98.0
0.9094153655469772,0.9063922940571101,97.0
0.7743168093081347,0.7856423312856173,97.0
0.43086547424664434,0.5447279044965807,98.0
0.6126451837558325,0.6810729821054897,97.0
0.5632166636162678,0.6413028528812692,98.0
0.7181230859589349,0.7468148644058381,97.0
0.7224484717355446,0.7485761501558792,97.0
0.9414814323707348,0.9216946283500702,97.0
0.8673463446623086,0.889759598350754,97.0
0.8055852633392423,0.7964203995169017,97.0
0.7864977954184614,0.7911496581955997,97.0
0.7755943494785027,0.8237119725872635,97.0
0.8627235509068014,0.8806069783416288,97.0
0.6199569447772109,0.6598706997996873,97.0
0.6673924398364844,0.7469137552182001,97.0
0.8558628330198129,0.8602833467913493,97.0
0.7828193614578676,0.8417503917380036,97.0
0.560400485006917,0.6334043901754605,97.0
0.840974989091351,0.8395244671794826,97.0
0.5137933236954915,0.5752513177159351,97.0
0.6917882648947794,0.7273398138683134,97.0
0.7525354757212006,0.762837615742507,97.0
0.7086280812269391,0.7358810323315823,97.0
0.6119691842119643,0.681335213094135,97.0
0.6464924631597376,0.6505810849038673,97.0
0.31205049308775223,0.4453770154321641,98.0
0.6016201110980649,0.6624751864108931,97.0
0.535334983216401,0.6400154417890977,97.0
1.1606054614029482,1.1058612281825564,97.0
1.4232263416342978,1.2356331820001687,97.0
0.8036414239304226,0.8267504934226277,97.0
1.2421105049794476,1.1273670009359407,97.0
0.6375399671148896,0.6815360612137265,97.0
0.7810166957333858,0.8416293204513416,97.0
1.6385241212724848,1.2814907255117856,97.0
1.4088362992143864,1.1927931363738864,97.0
1.5591534817193495,1.277568421839847,97.0
1.5342390971929953,1.2419902321616547,97.0
1.5593491955863017,1.273644554862905,97.0
1.4485712906414052,1.2083210155668818,97.0
1.3600611803922098,1.1746276642409264,97.0
1.5421358088693975,1.2848776887202948,96.0
1.5101725527868475,1.2362944370248874,95.0
1.1551897677148522,1.039948266280911,95.0
1.1849698572003207,1.0526835711356455,94.0
1.1397671647569332,1.0409897666817898,94.0
0.6893628201857783,0.688405687651942,94.0
0.806035803888233,0.813122506061764,94.0
0.6754187488445252,0.6838991438607733,94.0
0.8503244970802343,0.8241113635233166,87.0
0.7037314860732969,0.7350962094116231,87.0
0.7430190106001183,0.7596601612356899,83.0
0.6353665721307941,0.6510235527008743,83.0
0.8643538125689749,0.8568704179622406,72.0
0.8703372315457579,0.8656654671428261,44.0
0.9177933617586901,0.8737166480035183,41.0
0.9002283538640258,0.8512509752404491,37.0
0.8578356444589846,0.831327242092148,39.0
0.931725733448635,0.8742285733738546,33.0
0.8940404997290157,0.9061291171616452,37.0
0.857469338245177,0.8438553664838904,43.0
1.0050035774222743,0.9382916651877236,45.0
1.0514500122532715,0.9816495626919415,46.0
0.8827758835572007,0.8308179257661918,46.0
0.9538584648912702,0.8564355455428698,45.0
1.0085660079833259,0.8999316701197917,46.0
1.0576696637678087,0.9790906171995197,46.0
0.900343350126774,0.8620397594437916,46.0
0.9060468993341371,0.8844149951961828,45.0
0.941456941442358,0.8639918472944519,46.0
0.8823891801984737,0.8177594850943439,47.0
0.3968141387279524,0.4734482306168797,52.0
0.9488678965318346,0.8910308127544346,50.0
0.9809882734461871,0.8959895606208956,49.0
0.8657402455473303,0.8363250527627355,45.0
0.9308598528611398,0.8673112939984722,43.0
1.029768682051948,0.9343348337942614,44.0
0.889813454586038,0.8548893573906504,45.0
0.8127773401184831,0.7834576712447565,45.0
0.9459688967195374,0.8662513093503525,57.0
0.927167224788625,0.848618596951217,55.0
0.03222984197245099,0.20001283359186783,58.0
0.04473157179364516,0.13726709567267648,57.0
0.3933195210315393,0.7115420118576892,54.0
0.9713768245004019,0.9123977969675328,55.0
0.9868174723702857,0.9109888041438103,56.0
0.922463590981236,0.8478516053449292,57.0
0.9480986935452317,0.9072516782835423,56.0
0.9446894771339646,0.8973113459663131,56.0
0.8408514970432355,0.8510591230633922,56.0
1.022741165896007,0.9370175718344917,58.0
0.4531983143168373,0.4996806031520151,64.0
0.5935545251608036,0.6184949551573862,66.0
0.950784437527169,0.9133859052550024,61.0
0.9196395722131493,0.9094387037082363,58.0
0.9537890884183952,0.8842353505513021,49.0
1.0488282532888233,0.9604438164157258,52.0
0.9151213690435753,0.8928987969204765,60.0
0.8807996636065869,0.8616312152424181,61.0
0.9193629309111253,0.8919359543124594,61.0
0.3384497360176948,0.429719023268063,60.0
0.4250129091501186,0.5220518361446262,66.0
0.9161497776135792,0.8791502647037621,66.0
0.576213937303829,0.626026837616116,74.0
0.9322717745348361,0.892347969113457,75.0
0.9348745899762053,0.8934928960791884,73.0
0.9607388817869578,0.8867980412068843,72.0
0.685326308843765,0.6876996191403606,72.0
0.42848494276276794,0.5036814847499045,71.0
0.5584346774185998,0.6055540842050235,73.0
0.90524692203476,0.8873853681253419,70.0
0.5173655982620954,0.5822638704604204,69.0
0.8730552430720403,0.904453269333795,61.0
0.5919206013678036,0.623213947830696,56.0
0.7450275509068242,0.7721414715403991,55.0
1.0205384521906569,0.9583409629286308,52.0
0.5487891242003167,0.6124221459200769,51.0
0.4990987967360645,0.5758396226581017,52.0
0.8300025395582318,0.8646448210457103,43.0
1.0398474487798874,0.9766136734616668,43.0
0.8637899883081874,0.8333100421594195,40.0
0.8840323127889587,0.8774034657800218,37.0
0.9455787004569682,0.9025979710344307,37.0
0.9251284454962123,0.8585318282221519,46.0
0.871486651454778,0.824962368387228,46.0
0.910239980344001,0.8743983025520268,42.0
0.3980231891765966,0.4677428120530198,41.0
0.36276365530608823,0.4409737564023204,39.0
0.7450080923885908,0.7412990874948417,32.0
0.5007680677219484,0.5236134302868374,36.0
0.6378460964574776,0.6842363189652256,35.0
0.6417153550636935,0.6656158067271551,36.0
0.8651394008400174,0.8261791963418923,39.0
0.8304252991860767,0.8408190807006215,41.0
0.8927086135678107,0.8483028077711015,41.0
0.8847463852419615,0.8786206735260285,41.0
0.5409835924424742,0.5758144292001779,40.0
0.456568146833295,0.4928641966833034,39.0
0.8850442769651986,0.8416809759970243,36.0
0.8545020496500442,0.8291770746992864,36.0
0.87301955660476,0.8728659920988253,36.0
0.9533353183745674,0.8663499146711757,34.0
