feat_0,feat_1,BIS
0.7878870113665255,0.8227082428321179,98.0
0.9479930270561586,0.8407477884295589,98.0
0.9821758411988895,0.8341780079878481,98.0
1.0491484969892035,0.8260682885743632,97.0
0.9796481970104965,0.8639315669103529,97.0
1.181993897607161,0.8390082480246419,97.0
0.9722522023799666,0.8757040132498419,97.0
1.0949231353943039,0.8537338151731152,97.0
0.9895187776309151,0.8262598189089948,97.0
1.02481624350914,0.8652688966089583,97.0
1.217589354317101,0.8606703354883747,97.0
1.2050918008795788,0.8694298487236332,95.0
1.103859867362554,0.8342988705675402,93.0
1.0181354589994767,0.8707810520940589,92.0
1.0047780367522199,0.8493926030636678,92.0
1.2606788318202367,0.850252109376078,91.0
1.0966117164089875,0.8217232446709022,89.0
1.1779062753716,0.8539093153732245,89.0
1.1080709601610663,0.8444566415417007,91.0
1.1950665242745953,0.8516419317566385,91.0
1.3236320131405472,0.8512575017137628,93.0
1.3025331698142089,0.8390298303435196,93.0
1.222457619000039,0.8495177894232123,93.0
1.1142586828525767,0.8202713112351859,93.0
0.6440910235707511,0.7782034423198025,93.0
1.1911418343891942,0.8320486538721036,93.0
1.1803227355126504,0.8269618412314641,93.0
1.140233531505507,0.8309933755487076,87.0
1.1883685691298573,0.8499506295435345,86.0
1.0888593948156113,0.8116612640756842,86.0
1.1408409814671832,0.8415259447051566,85.0
1.0313638572223083,0.8356532093997636,83.0
0.9825645468357078,0.8457423519083094,83.0
0.9467558455798861,0.8055723547070145,82.0
0.7967009149844153,0.7751349110898896,82.0
0.8220048021213869,0.7829754165966438,83.0
0.7438267212666309,0.7844082441099524,83.0
0.8089930040556025,0.7728301898368819,83.0
0.7046534293514409,0.7597906230371881,83.0
0.6760252563474163,0.740203189768303,80.0
0.9260787382403178,0.7869669439250979,68.0
0.7623148063983276,0.7608795170747671,48.0
0.7144682424557657,0.7579144717871675,47.0
0.626157677803234,0.7606695908627211,44.0
0.6541204215786722,0.7753269932830331,43.0
0.7344400957387738,0.786426311045619,43.0
0.809126159510316,0.7815347417426067,41.0
0.9060740806646627,0.7763776764276457,41.0
0.8304907420708224,0.8085685060292823,41.0
0.9139973551963966,0.7820623784739329,40.0
0.893914275501614,0.7930656548826475,39.0
0.7832687137096401,0.7777993329183464,39.0
0.7834488072863628,0.7738220240200652,42.0
0.8984788665566934,0.7664098770331386,43.0
0.7941657900680757,0.7747425215062543,47.0
0.8428250546064313,0.7686725385011391,51.0
0.8283695606264891,0.7644298235124928,57.0
0.9169549630510179,0.7651660876977461,60.0
0.8009623083097523,0.7965686981265226,59.0
0.8781069449039963,0.7504794785954263,59.0
0.6877149296815662,0.7398253380208751,55.0
0.9165066135718236,0.7801815500925066,54.0
0.7741058612493815,0.7825530532355907,54.0
0.5787895783115116,0.7634638114084198,53.0
0.5862383501442184,0.775992386333311,53.0
0.8543520657117966,0.7843528505759082,52.0
0.6912552028794855,0.76307144818213,52.0
0.7544967423954081,0.7902443389576487,49.0
0.913770905446354,0.7649910258313646,48.0
0.8668515560138408,0.7786012679725325,46.0
0.929585703680771,0.7800093912421573,45.0
0.9129425144604949,0.7955610193087969,44.0
0.9654584207444782,0.7876010281160398,44.0
0.8975025776267669,0.8026476563847458,45.0
0.478756489004472,0.7861693568934913,45.0
0.43859206640661913,0.7952611256511185,45.0
0.6609562459666605,0.7787186673739961,45.0
0.7710829085834316,0.7472212710609427,46.0
0.8130472591966477,0.7828084534985471,48.0
0.9551442030108227,0.7931478722879393,49.0
0.9582662240917256,0.7940627169011715,52.0
0.9501294961906236,0.7970478158874051,52.0
1.0242735342292977,0.813405054350451,52.0
0.958248591929432,0.7883408504794108,52.0
1.007002266886977,0.7920138868727449,51.0
0.9235766017877377,0.7835870810913642,51.0
0.8917614177614831,0.7795805828126576,50.0
0.9516946465007355,0.7973659620381437,49.0
1.0228263217088482,0.773082228279965,51.0
0.9463239994464125,0.7811326564628611,54.0
0.9641235780900178,0.7828035441685712,52.0
0.9122886513824261,0.7706762160621339,52.0
1.052308548602407,0.8040599424724373,51.0
1.0774267179687302,0.7970391065534201,53.0
1.0131826541842865,0.8083502120063786,54.0
0.8909605428254649,0.7800412768988003,55.0
1.004517056790075,0.8035944201484205,57.0
0.9590629765297717,0.7884363193230552,54.0
